time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
224099414,2,10,39.3024966,-0.6145473,247,12.73,43.6,145,65,73,921,878,-21,39.2992951,-0.6147698
224299469,2,10,39.3025131,-0.614527,247,12.74,44.1,145,66,73,914,888,-13,39.2992951,-0.6147698
224538966,2,10,39.3025292,-0.6145067,247,12.64,44.8,145,66,73,896,892,-27,39.2992951,-0.6147698
224699854,2,10,39.3025453,-0.614486,247,12.55,45.2,145,66,73,884,891,-35,39.2992951,-0.6147698
224899467,2,10,39.3025616,-0.614465,248,12.69,45.3,145,66,73,892,902,-41,39.2992951,-0.6147698
225100807,2,10,39.3025773,-0.6144447,248,12.43,45.3,145,66,73,873,885,-49,39.2992951,-0.6147698
225301057,2,9,39.3025932,-0.6144242,248,12.52,44.9,148,66,73,886,884,-58,39.2992951,-0.6147698
225521050,2,10,39.3026093,-0.6144039,248,12.49,44.5,148,66,73,889,876,-53,39.2992951,-0.6147698
225700899,2,8,39.3026254,-0.6143835,248,12.49,44.4,154,66,73,891,875,-58,39.2992951,-0.6147698
225902427,2,10,39.3026417,-0.6143632,248,12.56,44.0,148,66,73,902,873,-46,39.2992951,-0.6147698
226102350,2,10,39.302658,-0.6143432,248,12.44,43.6,148,66,72,900,858,-44,39.2992951,-0.6147698
226303319,2,10,39.3026745,-0.6143234,248,12.56,42.9,148,66,72,919,855,-48,39.2992951,-0.6147698
226523135,2,10,39.3026914,-0.6143041,248,12.58,41.9,145,66,72,936,841,-50,39.2992951,-0.6147698
226703108,2,10,39.3027085,-0.6142849,249,12.59,41.3,145,66,72,944,832,-58,39.2992951,-0.6147698
226903599,2,10,39.3027259,-0.6142666,249,12.56,39.6,145,66,72,968,801,-57,39.2992951,-0.6147698
227103409,2,10,39.3027435,-0.6142484,249,12.57,39.1,145,66,72,975,794,-42,39.2992951,-0.6147698
227304302,2,10,39.3027613,-0.6142301,249,12.64,38.9,145,66,72,983,794,-30,39.2992951,-0.6147698
227523741,2,10,39.3027795,-0.6142122,249,12.69,37.8,145,66,72,1002,778,-33,39.2992951,-0.6147698
227704481,2,9,39.3027979,-0.6141943,249,12.86,37.5,150,66,72,1020,783,-25,39.2992951,-0.6147698
227885215,2,9,39.3028167,-0.6141768,249,12.91,36.3,150,66,72,1039,765,-8,39.2992951,-0.6147698
227908549,2,9,39.3028167,-0.6141768,249,12.91,36.3,150,66,72,1039,765,-8,39.2992951,-0.6147698
228086152,2,9,39.3028355,-0.6141593,249,12.87,36.4,150,66,72,1035,764,10,39.2992951,-0.6147698
228286003,2,9,39.3028544,-0.6141417,249,12.91,36.1,150,66,72,1042,762,-1,39.2992951,-0.6147698
228506859,2,9,39.3028733,-0.6141241,249,12.88,36.1,150,66,72,1039,760,4,39.2992951,-0.6147698
228687081,2,9,39.3028928,-0.6141064,249,13.08,35.7,150,65,72,1062,763,35,39.2992951,-0.6147698
228887671,2,9,39.3029118,-0.6140884,249,13.0,35.9,150,65,72,1052,762,18,39.2992951,-0.6147698
229087779,2,9,39.302931,-0.6140701,249,13.13,36.5,150,65,72,1055,781,14,39.2992951,-0.6147698
229289054,2,9,39.30295,-0.6140515,249,13.14,36.8,150,65,72,1052,788,-14,39.2992951,-0.6147698
229509230,2,9,39.3029688,-0.6140325,249,13.12,37.6,150,65,72,1039,802,-27,39.2992951,-0.6147698
229689963,2,8,39.3029872,-0.6140137,249,12.94,37.8,156,65,71,1022,795,-37,39.2992951,-0.6147698
229889428,2,9,39.3030055,-0.6139946,249,13.08,38.8,150,65,71,1018,821,-41,39.2992951,-0.6147698
230089685,2,8,39.303023,-0.6139758,249,12.68,39.6,156,65,71,976,810,-56,39.2992951,-0.6147698
230290323,2,9,39.3030406,-0.6139561,249,12.96,40.8,150,65,71,980,847,-69,39.2992951,-0.6147698
230531019,2,9,39.3030575,-0.6139363,249,12.68,42.1,150,65,71,940,851,-50,39.2992951,-0.6147698
230691217,2,9,39.3030745,-0.6139158,250,12.89,43.1,150,66,71,941,881,-38,39.2992951,-0.6147698
230891588,2,9,39.3030908,-0.6138953,250,12.68,44.0,150,65,71,912,881,-43,39.2992951,-0.6147698
231092187,2,9,39.3031068,-0.6138742,250,12.7,45.6,156,65,71,888,908,-42,39.2992951,-0.6147698
231292924,2,9,39.3031228,-0.6138534,250,12.7,45.1,156,65,71,895,900,-51,39.2992951,-0.6147698
231513075,2,9,39.3031387,-0.6138316,250,12.86,46.7,150,65,70,881,936,-35,39.2992951,-0.6147698
231694358,2,9,39.3031546,-0.6138096,250,12.9,46.9,150,65,70,881,942,-15,39.2992951,-0.6147698
231873854,2,9,39.3031704,-0.6137879,250,12.8,47.0,156,65,70,872,938,-21,39.2992951,-0.6147698
232061572,2,9,39.3031704,-0.6137879,250,12.8,47.0,156,65,70,872,938,-21,39.2992951,-0.6147698
232074750,2,8,39.3031863,-0.613766,250,12.9,46.9,156,65,70,881,942,-43,39.2992951,-0.6147698
232275761,2,8,39.3032022,-0.6137444,250,12.79,46.6,156,65,70,878,930,-38,39.2992951,-0.6147698
232515943,2,9,39.303218,-0.6137234,250,12.66,46.0,150,65,70,878,912,-47,39.2992951,-0.6147698
232676889,2,9,39.3032339,-0.6137025,250,12.68,45.5,150,65,70,888,905,-50,39.2992951,-0.6147698
232876325,2,9,39.3032498,-0.6136823,251,12.53,44.8,150,65,69,888,884,-72,39.2992951,-0.6147698
233077374,2,9,39.3032659,-0.6136622,251,12.71,44.4,150,65,69,907,890,-80,39.2992951,-0.6147698
233277821,2,9,39.3032819,-0.613642,251,12.67,44.6,150,65,69,901,890,-74,39.2992951,-0.6147698
233498118,2,9,39.303298,-0.6136223,251,12.62,43.6,156,65,69,913,871,-73,39.2992951,-0.6147698
233677992,2,9,39.3033139,-0.6136037,251,12.31,42.6,156,65,69,905,834,-75,39.2992951,-0.6147698
233878183,2,8,39.3033305,-0.6135841,252,12.8,42.9,156,65,69,936,872,-64,39.2992951,-0.6147698
234078912,2,8,39.3033476,-0.6135643,252,13.02,42.3,156,65,69,962,877,-47,39.2992951,-0.6147698
234279605,2,8,39.3033647,-0.6135444,252,13.03,42.3,156,65,68,963,878,-47,39.2992951,-0.6147698
234499770,2,9,39.3033822,-0.6135242,252,13.22,42.1,156,65,68,980,887,-32,39.2992951,-0.6147698
234680202,2,8,39.3033998,-0.6135044,252,13.21,41.4,156,65,68,990,874,-19,39.2992951,-0.6147698
234880021,2,8,39.3034176,-0.6134842,252,13.33,41.5,156,65,68,997,884,-14,39.2992951,-0.6147698
235080198,2,9,39.3034356,-0.613464,252,13.34,41.4,156,65,68,1001,882,-3,39.2992951,-0.6147698
235280835,2,8,39.303454,-0.6134431,252,13.71,41.5,156,65,68,1026,908,-14,39.2992951,-0.6147698
235501172,2,8,39.3034719,-0.6134235,252,13.21,40.8,156,65,68,1000,863,-33,39.2992951,-0.6147698
235681491,2,10,39.3034899,-0.6134038,252,13.22,40.5,148,65,68,1004,860,-42,39.2992951,-0.6147698
235861622,2,9,39.3035077,-0.6133844,252,13.1,40.6,148,64,68,995,853,-61,39.2992951,-0.6147698
236082162,2,9,39.3035254,-0.6133653,253,12.99,40.3,148,64,68,990,841,-63,39.2992951,-0.6147698
236215938,2,9,39.3035254,-0.6133653,253,12.99,40.3,148,64,68,990,841,-63,39.2992951,-0.6147698
236282737,2,10,39.3035431,-0.613346,253,13.04,40.6,156,64,68,989,850,-72,39.2992951,-0.6147698
236503479,2,10,39.3035607,-0.6133268,253,13.06,40.7,156,64,68,989,854,-56,39.2992951,-0.6147698
236662894,2,10,39.3035778,-0.6133086,253,12.59,40.2,148,64,68,961,813,-71,39.2992951,-0.6147698
236863533,2,9,39.3035951,-0.6132895,253,12.85,41.0,148,64,68,969,844,-43,39.2992951,-0.6147698
237063410,2,9,39.3036122,-0.6132704,253,12.82,41.1,148,64,68,965,844,-28,39.2992951,-0.6147698
237263727,2,9,39.3036294,-0.6132513,253,12.88,41.3,148,64,67,967,851,-9,39.2992951,-0.6147698
237484769,2,9,39.3036466,-0.6132316,253,13.1,42.1,148,64,67,970,880,-2,39.2992951,-0.6147698
237665215,2,9,39.3036643,-0.6132119,253,13.22,41.6,148,64,67,988,878,24,39.2992951,-0.6147698
237865630,2,10,39.3036818,-0.613192,253,13.22,41.8,148,64,67,984,882,31,39.2992951,-0.6147698
238065148,2,9,39.3036998,-0.6131725,253,13.28,40.9,148,64,67,1003,870,48,39.2992951,-0.6147698
238265450,2,9,39.3037181,-0.6131525,253,13.46,40.8,148,64,67,1018,880,86,39.2992951,-0.6147698
238486329,2,9,39.3037364,-0.6131323,253,13.56,41.1,148,64,67,1021,892,92,39.2992951,-0.6147698
238665854,2,10,39.3037546,-0.6131121,253,13.51,41.2,148,64,67,1015,891,98,39.2992951,-0.6147698
238866394,2,9,39.3037732,-0.6130914,252,13.83,41.3,148,64,67,1038,914,73,39.2992951,-0.6147698
239067226,2,9,39.3037912,-0.6130708,252,13.58,42.1,148,64,67,1006,911,41,39.2992951,-0.6147698
239267065,2,9,39.3038095,-0.6130494,252,13.84,42.5,148,64,67,1019,936,21,39.2992951,-0.6147698
239487142,2,9,39.3038273,-0.6130285,252,13.56,42.7,148,64,67,995,921,-13,39.2992951,-0.6147698
239667530,2,9,39.3038451,-0.6130073,253,13.62,43.0,148,64,67,995,930,-36,39.2992951,-0.6147698
239868621,2,9,39.3038632,-0.6129859,253,13.79,42.7,148,64,67,1012,937,-40,39.2992951,-0.6147698
240068626,2,9,39.3038812,-0.6129641,253,13.88,43.3,148,64,67,1008,953,-52,39.2992951,-0.6147698
240249069,2,9,39.3038988,-0.6129434,253,13.46,42.6,148,64,67,990,913,-67,39.2992951,-0.6147698
240370938,2,9,39.3038988,-0.6129434,253,13.46,42.6,148,64,67,990,913,-67,39.2992951,-0.6147698
240489984,2,10,39.3039165,-0.6129223,253,13.57,43.0,148,64,67,991,926,-78,39.2992951,-0.6147698
240650240,2,9,39.303934,-0.6129019,253,13.3,42.4,148,64,67,981,898,-72,39.2992951,-0.6147698
240849862,2,9,39.3039515,-0.6128817,254,13.25,42.0,148,64,67,984,886,-108,39.2992951,-0.6147698
241050349,2,9,39.3039692,-0.6128608,254,13.38,42.4,148,64,67,987,904,-88,39.2992951,-0.6147698
241250225,2,9,39.303987,-0.6128404,254,13.24,41.7,156,64,67,988,881,-76,39.2992951,-0.6147698
241490511,2,9,39.3040045,-0.6128212,254,12.85,40.5,156,64,67,976,835,-78,39.2992951,-0.6147698
241650981,2,8,39.3040223,-0.6128017,254,13.0,40.4,156,64,67,988,844,-71,39.2992951,-0.6147698
241851428,2,10,39.30404,-0.6127821,254,13.07,40.5,148,64,66,992,850,-38,39.2992951,-0.6147698
242052310,2,10,39.3040581,-0.6127623,254,13.22,40.3,156,64,66,1007,856,-7,39.2992951,-0.6147698
242252453,2,9,39.3040762,-0.6127424,254,13.22,40.4,148,64,66,1006,858,41,39.2992951,-0.6147698
242472791,2,10,39.304095,-0.6127221,254,13.64,40.0,148,64,66,1044,877,45,39.2992951,-0.6147698
242652444,2,9,39.3041138,-0.612702,254,13.65,39.5,148,64,66,1052,870,37,39.2992951,-0.6147698
242853366,2,9,39.3041329,-0.612682,254,13.68,38.8,148,64,66,1065,859,9,39.2992951,-0.6147698
243054429,2,10,39.3041528,-0.6126611,254,14.15,38.8,148,64,66,1101,888,6,39.2992951,-0.6147698
243254600,2,9,39.3041725,-0.6126409,254,13.97,38.3,148,64,66,1095,867,14,39.2992951,-0.6147698
243474841,2,10,39.304193,-0.6126206,254,14.3,37.4,148,64,66,1135,870,30,39.2992951,-0.6147698
243655256,2,10,39.3042133,-0.6126005,254,14.19,37.4,148,64,66,1127,863,25,39.2992951,-0.6147698
243855318,2,10,39.304234,-0.6125796,254,14.55,37.7,148,64,66,1150,891,9,39.2992951,-0.6147698
244057056,2,9,39.3042542,-0.6125594,254,14.2,37.7,148,64,66,1123,869,-24,39.2992951,-0.6147698
244256899,2,9,39.3042742,-0.6125396,254,14.06,37.5,148,64,66,1116,856,-24,39.2992951,-0.6147698
244478404,2,9,39.3042944,-0.612519,254,14.35,38.4,148,64,66,1124,891,-30,39.2992951,-0.6147698
244526139,2,9,39.3042944,-0.612519,254,14.35,38.4,148,64,66,1124,891,-30,39.2992951,-0.6147698
244637731,2,10,39.3043146,-0.6124984,254,14.35,38.2,145,64,66,1127,888,-25,39.2992951,-0.6147698
244857696,2,10,39.3043344,-0.6124774,254,14.24,39.3,145,64,66,1101,903,-21,39.2992951,-0.6147698
245037932,2,9,39.3043544,-0.6124562,254,14.44,39.3,148,65,66,1116,916,-25,39.2992951,-0.6147698
245238372,2,10,39.3043741,-0.6124353,254,14.24,39.4,148,64,66,1100,904,-10,39.2992951,-0.6147698
245479605,2,10,39.3043941,-0.6124142,254,14.44,39.3,148,64,66,1116,916,-26,39.2992951,-0.6147698
245639893,2,9,39.3044142,-0.612393,254,14.44,39.1,148,64,66,1120,911,7,39.2992951,-0.6147698
245841334,2,10,39.3044342,-0.6123723,254,14.27,38.7,148,65,66,1112,894,10,39.2992951,-0.6147698
246040867,2,9,39.3044543,-0.6123509,254,14.48,39.4,148,65,66,1118,919,-1,39.2992951,-0.6147698
246240722,2,10,39.3044741,-0.6123298,254,14.31,39.4,148,65,66,1105,909,-18,39.2992951,-0.6147698
246482060,2,9,39.304494,-0.6123085,254,14.38,39.7,148,65,66,1106,919,-44,39.2992951,-0.6147698
246641968,2,9,39.3045139,-0.6122869,254,14.37,40.1,148,64,66,1099,925,-16,39.2992951,-0.6147698
246842610,2,10,39.3045339,-0.6122653,254,14.37,40.2,148,64,66,1097,927,-21,39.2992951,-0.6147698
247042400,2,9,39.3045537,-0.612244,254,14.17,39.8,148,64,66,1088,908,-20,39.2992951,-0.6147698
247242545,2,9,39.3045733,-0.6122225,254,14.2,40.4,148,64,66,1081,920,-8,39.2992951,-0.6147698
247462831,2,9,39.3045929,-0.6122011,254,14.15,40.3,148,64,65,1078,916,-5,39.2992951,-0.6147698
247642885,2,10,39.3046126,-0.6121794,254,14.28,40.7,148,64,65,1082,932,-7,39.2992951,-0.6147698
247843780,2,10,39.3046319,-0.6121577,254,14.16,41.0,148,64,65,1067,930,4,39.2992951,-0.6147698
248043539,2,10,39.3046514,-0.6121357,254,14.34,40.9,148,64,65,1082,941,19,39.2992951,-0.6147698
248244576,2,9,39.3046708,-0.6121138,254,14.21,41.3,148,64,65,1067,938,2,39.2992951,-0.6147698
248464466,2,10,39.3046905,-0.6120915,254,14.35,41.2,148,64,65,1079,946,35,39.2992951,-0.6147698
248644920,2,9,39.3047099,-0.6120692,254,14.28,41.3,148,64,65,1071,944,21,39.2992951,-0.6147698
248681377,2,9,39.3047099,-0.6120692,254,14.28,41.3,148,64,65,1071,944,21,39.2992951,-0.6147698
248845047,2,9,39.3047294,-0.612047,254,14.29,41.3,148,64,65,1072,945,12,39.2992951,-0.6147698
249025694,2,9,39.3047489,-0.6120251,254,14.26,41.0,148,64,65,1076,936,7,39.2992951,-0.6147698
249245605,2,10,39.3047684,-0.6120031,254,14.33,41.1,148,64,65,1079,942,-13,39.2992951,-0.6147698
249465966,2,10,39.3047878,-0.6119812,254,14.26,41.2,148,64,65,1072,941,-6,39.2992951,-0.6147698
249627224,2,10,39.3048072,-0.6119591,254,14.35,41.4,148,64,65,1076,949,-6,39.2992951,-0.6147698
249826742,2,9,39.3048262,-0.6119374,254,14.15,41.5,148,64,65,1059,938,-20,39.2992951,-0.6147698
250027436,2,9,39.3048455,-0.6119154,254,14.25,41.5,148,64,65,1066,945,-28,39.2992951,-0.6147698
250227202,2,9,39.3048645,-0.6118937,254,14.09,41.5,148,64,65,1055,934,-26,39.2992951,-0.6147698
250447489,2,9,39.3048836,-0.611872,254,14.05,41.4,148,64,65,1053,930,-38,39.2992951,-0.6147698
250627981,2,10,39.3049024,-0.6118502,254,13.97,41.7,148,64,65,1043,930,-43,39.2992951,-0.6147698
250828269,2,9,39.3049215,-0.6118285,254,14.08,41.5,148,64,65,1054,933,-25,39.2992951,-0.6147698
251028147,2,9,39.3049409,-0.611807,254,14.15,40.7,148,64,65,1072,923,-53,39.2992951,-0.6147698
251228788,2,9,39.3049601,-0.6117857,254,13.99,40.7,148,64,65,1059,913,-66,39.2992951,-0.6147698
251449051,2,10,39.3049795,-0.6117645,254,14.03,40.0,148,64,65,1073,903,-32,39.2992951,-0.6147698
251629443,2,10,39.3049991,-0.6117436,254,14.02,39.7,148,64,64,1078,897,-37,39.2992951,-0.6147698
251830548,2,9,39.3050187,-0.6117221,254,14.13,40.2,148,64,64,1079,912,-15,39.2992951,-0.6147698
252030580,2,9,39.305038,-0.6117012,254,13.93,40.1,148,64,64,1064,899,-10,39.2992951,-0.6147698
252230941,2,10,39.3050575,-0.6116802,254,13.96,39.9,148,64,64,1070,896,14,39.2992951,-0.6147698
252451639,2,9,39.3050766,-0.6116593,254,13.83,40.5,148,64,64,1051,898,-7,39.2992951,-0.6147698
252631215,2,10,39.3050956,-0.6116381,254,13.86,40.7,148,63,64,1050,904,-12,39.2992951,-0.6147698
252832103,2,9,39.3051146,-0.6116169,254,13.82,40.8,148,63,64,1045,903,-15,39.2992951,-0.6147698
252838189,2,9,39.3051146,-0.6116169,254,13.82,40.8,148,63,64,1045,903,-15,39.2992951,-0.6147698
253031799,2,10,39.3051336,-0.6115958,254,13.79,40.6,148,63,64,1046,898,-24,39.2992951,-0.6147698
253232521,2,10,39.3051524,-0.6115745,254,13.8,41.3,148,63,64,1036,911,-64,39.2992951,-0.6147698
253452395,2,9,39.3051711,-0.6115533,254,13.64,41.2,148,63,64,1026,899,-65,39.2992951,-0.6147698
253612842,2,10,39.3051897,-0.6115323,254,13.63,41.1,148,63,64,1027,896,-73,39.2992951,-0.6147698
253812983,2,10,39.3052084,-0.6115107,254,13.83,41.8,148,63,64,1030,923,-63,39.2992951,-0.6147698
254013278,2,10,39.3052261,-0.6114903,255,13.08,41.5,148,63,64,978,868,-50,39.2992951,-0.6147698
254213838,2,9,39.3052442,-0.6114688,255,13.48,42.4,148,63,64,994,910,-43,39.2992951,-0.6147698
254454394,2,9,39.3052626,-0.6114474,255,13.57,41.8,148,63,64,1010,905,-43,39.2992951,-0.6147698
254614269,2,10,39.3052808,-0.6114263,255,13.46,41.8,148,63,64,1001,899,-21,39.2992951,-0.6147698
254814436,2,9,39.3052991,-0.6114053,255,13.48,41.4,148,63,64,1010,892,9,39.2992951,-0.6147698
255014658,2,9,39.3053172,-0.6113851,255,13.27,41.0,148,63,64,1001,871,-9,39.2992951,-0.6147698
255215016,2,10,39.3053353,-0.6113648,255,13.3,40.9,148,63,63,1004,871,-9,39.2992951,-0.6147698
255435012,2,10,39.305354,-0.6113443,255,13.54,40.5,148,63,63,1029,879,-5,39.2992951,-0.6147698
255616543,2,9,39.3053725,-0.6113244,255,13.31,39.8,148,63,63,1021,854,-7,39.2992951,-0.6147698
255816245,2,10,39.3053916,-0.6113043,255,13.47,39.7,145,63,63,1034,862,6,39.2992951,-0.6147698
256016829,2,10,39.3054107,-0.6112844,255,13.43,39.4,145,63,64,1037,853,15,39.2992951,-0.6147698
256217057,2,10,39.3054296,-0.6112652,255,13.25,39.1,145,67,67,1027,837,0,39.2992951,-0.6147698
256437126,2,10,39.3054488,-0.6112453,254,13.52,39.1,145,71,71,1048,853,38,39.2992951,-0.6147698
256617802,2,10,39.3054684,-0.6112258,254,13.54,37.9,145,69,68,1068,832,65,39.2992951,-0.6147698
256818325,2,10,39.3054882,-0.6112067,254,13.54,36.5,145,64,64,1087,807,85,39.2992951,-0.6147698
256994651,2,10,39.3054882,-0.6112067,254,13.54,36.5,145,64,64,1087,807,85,39.2992951,-0.6147698
257019175,2,9,39.305509,-0.611189,254,13.7,33.2,162,64,64,1146,751,104,39.2992951,-0.6147698
257218720,2,10,39.3055307,-0.611173,254,13.87,29.8,162,64,65,1202,691,100,39.2992951,-0.6147698
257438954,2,9,39.3055542,-0.6111584,253,14.32,25.3,162,64,65,1293,614,139,39.2992951,-0.6147698
257619698,2,10,39.3055791,-0.611146,253,14.59,20.7,162,64,64,1364,517,162,39.2992951,-0.6147698
257799857,2,8,39.3056046,-0.6111366,252,14.58,15.2,182,64,64,1406,383,187,39.2992951,-0.6147698
258000532,2,8,39.3056321,-0.6111298,252,15.35,10.0,182,64,64,1512,268,170,39.2992951,-0.6147698
258201310,2,8,39.3056611,-0.6111275,252,15.95,2.9,182,64,65,1593,82,182,39.2992951,-0.6147698
258441264,2,8,39.3056897,-0.6111286,251,15.74,357.5,182,64,65,1573,-68,182,39.2992951,-0.6147698
258602726,2,8,39.3057188,-0.6111334,251,16.31,351.6,182,64,65,1614,-236,148,39.2992951,-0.6147698
258801578,2,9,39.3057475,-0.6111424,251,16.4,344.8,158,64,66,1583,-428,108,39.2992951,-0.6147698
259002081,2,11,39.3057755,-0.6111552,250,16.49,338.8,155,64,66,1538,-596,70,39.2992951,-0.6147698
259201901,2,11,39.3058023,-0.6111726,250,16.67,331.8,155,64,66,1470,-785,71,39.2992951,-0.6147698
259442967,2,10,39.3058273,-0.6111935,250,16.73,325.9,155,63,66,1385,-938,37,39.2992951,-0.6147698
259603074,2,9,39.3058501,-0.6112182,250,16.76,319.4,158,63,66,1273,-1091,13,39.2992951,-0.6147698
259803598,2,9,39.3058702,-0.6112457,250,16.52,312.8,158,63,66,1124,-1210,-30,39.2992951,-0.6147698
260004723,2,9,39.3058883,-0.6112759,250,16.49,306.6,158,63,67,983,-1324,-34,39.2992951,-0.6147698
260204667,2,9,39.3059036,-0.6113087,250,16.69,300.2,158,64,68,840,-1442,-72,39.2992951,-0.6147698
260425019,2,9,39.305915,-0.6113411,251,16.08,294.5,158,64,68,667,-1463,-143,39.2992951,-0.6147698
260605519,2,8,39.3059235,-0.6113735,251,15.18,288.4,166,63,68,480,-1440,-188,39.2992951,-0.6147698
260805370,2,8,39.3059305,-0.6114065,252,15.12,284.6,166,63,68,381,-1463,-258,39.2992951,-0.6147698
261006238,2,8,39.3059351,-0.6114392,252,14.68,280.3,166,65,70,263,-1444,-291,39.2992951,-0.6147698
261149031,2,8,39.3059351,-0.6114392,252,14.68,280.3,166,65,70,263,-1444,-291,39.2992951,-0.6147698
261206561,2,9,39.305938,-0.6114716,253,14.31,276.9,168,66,72,173,-1421,-298,39.2992951,-0.6147698
261426333,2,9,39.3059397,-0.6115031,253,13.85,274.5,168,67,73,110,-1380,-295,39.2992951,-0.6147698
261606212,2,9,39.3059407,-0.611534,254,13.5,273.1,168,66,72,74,-1348,-321,39.2992951,-0.6147698
261806972,2,8,39.3059411,-0.6115639,254,13.15,271.5,168,66,73,35,-1315,-286,39.2992951,-0.6147698
262006860,2,7,39.3059396,-0.611592,255,12.4,267.5,188,67,74,-52,-1239,-266,39.2992951,-0.6147698
262187090,2,9,39.3059388,-0.6116196,255,12.21,268.3,177,66,74,-35,-1221,-240,39.2992951,-0.6147698
262427606,2,8,39.3059396,-0.6116471,256,12.16,272.3,199,66,74,49,-1215,-284,39.2992951,-0.6147698
262588189,2,7,39.3059399,-0.6116741,256,11.91,271.6,188,66,75,33,-1191,-260,39.2992951,-0.6147698
262788393,2,9,39.3059408,-0.6117009,257,11.89,272.8,164,65,74,59,-1187,-225,39.2992951,-0.6147698
262988872,2,8,39.3059421,-0.6117272,257,11.73,274.0,164,66,75,83,-1170,-191,39.2992951,-0.6147698
263189481,2,9,39.3059437,-0.6117534,257,11.7,275.3,164,68,77,108,-1165,-177,39.2992951,-0.6147698
263429497,2,8,39.3059458,-0.6117798,257,11.78,276.1,164,68,78,127,-1171,-126,39.2992951,-0.6147698
263589833,2,7,39.3059492,-0.6118059,258,11.73,279.5,188,68,78,195,-1157,-124,39.2992951,-0.6147698
263790352,2,9,39.3059528,-0.6118323,258,11.87,279.9,188,68,78,205,-1169,-84,39.2992951,-0.6147698
263991297,2,8,39.3059567,-0.6118585,258,11.82,281.5,188,68,78,236,-1158,-58,39.2992951,-0.6147698
264191202,2,9,39.3059611,-0.6118852,258,12.05,282.7,159,67,77,265,-1175,-36,39.2992951,-0.6147698
264431885,2,9,39.3059661,-0.6119119,258,12.1,284.0,159,67,76,293,-1174,-20,39.2992951,-0.6147698
264592368,2,9,39.3059717,-0.6119388,258,12.24,284.9,159,65,75,315,-1183,-4,39.2992951,-0.6147698
264792335,2,10,39.3059776,-0.6119658,258,12.32,285.5,159,63,72,330,-1186,-5,39.2992951,-0.6147698
264992904,2,10,39.3059838,-0.6119929,258,12.35,286.1,164,63,72,342,-1186,7,39.2992951,-0.6147698
265192756,2,9,39.3059903,-0.61202,258,12.44,286.3,164,63,72,351,-1194,-8,39.2992951,-0.6147698
265305044,2,9,39.3059903,-0.61202,258,12.44,286.3,164,63,72,351,-1194,-8,39.2992951,-0.6147698
265433621,2,10,39.3059969,-0.6120471,258,12.45,286.9,146,63,73,362,-1191,-17,39.2992951,-0.6147698
265593675,2,9,39.3060029,-0.6120745,258,12.51,285.1,146,63,73,326,-1208,-6,39.2992951,-0.6147698
265793975,2,10,39.3060089,-0.6121019,258,12.5,285.2,141,63,74,329,-1206,-2,39.2992951,-0.6147698
265993827,2,9,39.3060144,-0.612129,258,12.39,283.7,158,63,74,295,-1204,-30,39.2992951,-0.6147698
266194014,2,11,39.3060194,-0.6121562,258,12.38,282.8,158,63,74,276,-1206,-41,39.2992951,-0.6147698
266415224,2,8,39.3060238,-0.6121836,258,12.36,281.1,183,63,74,239,-1213,-56,39.2992951,-0.6147698
266595886,2,9,39.3060276,-0.6122109,258,12.26,279.6,183,62,75,205,-1209,-50,39.2992951,-0.6147698
266796071,2,9,39.3060307,-0.6122383,258,12.23,278.0,158,62,75,172,-1211,-52,39.2992951,-0.6147698
